 name	year	nominations	rating	duration	genre1	genre2	release	metacritic	synopsis
 Still Alice	2014		7.5	101	Drama		February	72	A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimers Disease.
 Blue Jasmine	2013	3	7.3	98	Drama		August	78	A New York socialite deeply troubled and in denial arrives in San Francisco to impose upon her sister. She looks a million but isnt bringing money peace or love...
 Silver Linings Playbook	2012	8	7.8	122	Comedy	Drama	November	81	After a stint in a mental institution former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany a mysterious girl with problems of her own.
 The Iron Lady	2011	2	6.4	105	Biography	Drama	January	54	An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life from girlhood to British prime minister intervene.
 Black Swan	2010	5	8	108	Drama	Thriller	December	79	A committed dancer wins the lead role in a production of Tchaikovskys "Swan Lake" only to find herself struggling to maintain her sanity.
 The Blind Side	2009	2	7.7	129	Biography	Drama	November	53	The story of Michael Oher a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.
 The Reader	2008	5	7.6	124	Drama	Romance	January	58	Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.
 La vie en rose	2007	3	7.7	140	Biography	Drama	February	66	The life story of singer Édith Piaf.
 The Queen	2006	6	7.4	103	Biography	Drama	October	91	After the death of Princess Diana Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.
 Walk the Line	2005	5	7.9	136	Biography	Drama	November	72	A chronicle of country music legend Johnny Cashs life from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis where he recorded alongside Elvis Presley Jerry Lee Lewis and Carl Perkins.
 Million Dollar Baby	2004	7	8.1	132	Drama	Sport	January	86	A determined woman works with a hardened boxing trainer to become a professional.
 Monster	2003	 	7.3	109	Biography	Crime	January	74	Based on the life of Aileen Wuornos a Daytona Beach prostitute who became a serial killer.
 The Hours	2002	9	7.6	114	Drama		January	81	The story of how the novel "Mrs. Dalloway" affects three generations of women all of whom in one way or another have had to deal with suicide in their lives.
 Monsters Ball	2001	2	7.1	111	Drama	Romance	February	69	After a family tragedy a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed.
 Erin Brockovich	2000	5	7.3	131	Biography	Drama	March	73	An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a citys water supply.
 Boys Don't Cry	1999	2	7.6	118	Biography	Drama	October	86	Female born Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.
 Shakespeare in Love	1998	13	7.2	123	Comedy	Drama	December	87	A young Shakespeare out of ideas and short of cash meets his ideal woman and is inspired to write one of his most famous plays.
 As Good As It Gets	1997	7	7.7	139	Comedy	Drama	December	67	A single mother/waitress a misanthropic author and a gay artist form an unlikely friendship after the artist is in an accident.
 Fargo	1996	7	8.2	98	Crime	Drama	April	85	Jerry Lundegaards inept crime falls apart due to his and his henchmens bungling and the persistent police work of the quite pregnant Marge Gunderson.
 Dead Man Walking	1995	4	7.6	122	Crime	Drama	February	80	A nun while comforting a convicted killer on death row empathizes with both the killer and his victims families.
 Blue Sky	1994	 	6.4	101	Drama	Romance	September		Jessica Lange stars in a period drama about a family moving to a military base and she quickly becomes part of a cover-up involving nuclear bomb tests.
 The Piano	1993	8	7.6	121	Drama	Music	November	89	A mute woman along with her young daughter and her prized piano are sent to 1850s New Zealand for an arranged marriage to a wealthy landowner and shes soon lusted after by a local worker on the plantation.
 Howards End	1992	9	7.5	140	Drama	Romance	May	87	A businessman thwarts his wifes bequest of an estate to another woman.
 The Silence of the Lambs	1991	7	8.6	118	Crime	Drama	February	84	A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.
 Misery	1990	 	7.8	107	Thriller		November		After a famous author is rescued from a car crash by a fan of his novels he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.
 Driving Miss Daisy	1989	9	7.4	99	Comedy	Drama	January	81	An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
 The Accused	1988	 	7.1	111	Crime	Drama	October		After a young woman suffers a brutal rape in a bar one night a prosecutor assists in bringing the perpetrators to justice including the ones who encouraged and cheered on the attack.
 Moonstruck	1987	6	7.1	102	Comedy	Drama	January	83	Loretta Castorini a book keeper from Brooklyn New York finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.
Children of a Lesser God	1986	5	7.2	119	Drama	Romance	October		James is a new speech teacher at a school for the deaf. He falls for Sarah a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first ...                See full summary »
 The Trip to Bountiful	1985	2	7.6	108	Drama		January		In 1940s Texas an elderly woman is determined to visit her childhood home for one last time.
 Places in the Heart	1984	7	7.3	111	Drama		October		In 1930s Southern US a widow and her family try to run their cotton farm with the help of a disparate group of friends.
 Terms of Endearment	1983	11	7.4	132	Comedy	Drama	December	79	Follows hard-to-please Aurora looking for love and her daughters family problems.
 Sophies Choice	1982	5	7.7	150	Drama	Romance	December	68	After spending time with his new neighbors an aspiring writer realizes they are harboring deep secrets that will forever change him.
 On Golden Pond	1981	10	7.7	109	Drama		February		Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond he and his wife nevertheless agree to care for Billy the son of Chelseas new boyfriend and a most unexpected relationship blooms.
 Coal Miner's Daughter	1980	7	7.5	124	Biography	Drama	March		Biographical story of Loretta Lynn a legendary country singer that came from poverty to worldwide fame. She rose from humble beginnings in Kentucky to superstardom and changing the sound and style of country music forever.
 Norma Rae	1979	4	7.4	114	Drama		March		A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.
 Coming Home	1978	8	7.3	127	Drama	Romance	February		A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.
 Annie Hall	1977	5	8.1	93	Comedy	Romance	April		Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
 Network	1976	10	8.1	121	Drama		November		A television network cynically exploits a deranged former anchors ravings and revelations about the news media for its own profit.
 One Flew Over the Cuckoo's Nest	1975	9	8.7	133	Drama		November	79	A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.
 Alice Doesn't Live Here Anymore	1974	3	7.4	112	Drama	Romance	May		A recently widowed woman is on the road with her precocious young son determined to make a new life for herself as a singer.
 A Touch of Class	1973	5	6.5	106	Comedy	Romance	August		Romantic comedy about a pair of clandestine lovers in a London-Spain tryst.
 Cabaret	1972	10	7.9	124	Drama	Musical	February	80	A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
 Klute	1971	2	7.2	114	Crime	Mystery	June		A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.
 Women in Love	1970	4	7.6	131	Drama	Romance	September		The battle of the sexes and relationships among the elite of Britians industrial Midlands in the 1920s. Gerald Crich and Rupert Berkin are best friends who fall in love with a pair of ...                See full summary »
 The Prime of Miss Jean Brodie	1969	2	7.7	116	Drama		June		A headstrong young teacher in a private school in 1930s Edinburgh ignores the curriculum and influences her impressionable 12 year old charges with her over-romanticized world view.
 The Lion in Winter	1968	7	8.2	134	Biography	Drama	October		1183 AD: King Henry IIs three sons all want to inherit the throne but he wont commit to a choice. They and his wife variously plot to force him.
Guess Who's Coming to Dinner	1967	10	7.8	108	Comedy	Drama	December		A couples attitudes are challenged when their daughter introduces them to her African-American fiancé.
 Whos Afraid of Virginia Woolf?	1966	13	8.1	131	Drama		June		A bitter aging couple with the help of alcohol use a young couple to fuel anguish and emotional pain towards each other.
 Darling	1965	5	7.2	128	Drama	Romance	September		A beautiful but amoral model sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.
 Mary Poppins	1964	13	7.8	139	Comedy	Family	September		A magic nanny comes to work for a cold bankers unhappy family.
Hud	1963	7	7.9	112	Drama		May		Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth out for kicks with no regard for the ...                See full summary »
 The Miracle Worker	1962	5	8.1	106	Biography	Drama	July		The story of Anne Sullivans struggle to teach the blind and deaf Helen Keller how to communicate.
 Two Women	1961	 	7.9	100	Drama	War	December		In the Italy of WWII a widow and her lonely daughter seek for distance between them and the horrors of war.
 Butterfield 8	1960	2	6.4	109	Drama		November		The romantic life of a fashionable Manhattan beauty whos part model part call-girl--and all man-trap.
 Room at the Top	1959	6	7.7	117	Drama	Romance	January		An ambitious young accountant schemes to wed a wealthy factory owners daughter despite falling in love with a married older woman.
 I Want to Live!	1958	6	7.5	120	Biography	Crime	November		A prostitute sentenced to death for murder pleads her innocence.
 The Three Faces of Eve	1957	 	7.2	91	Drama	Mystery	September		A doctor treats a woman suffering from Multiple Personality Disorder.
 Anastasia	1956	2	7.2	105	Biography	Drama	December		An opportunistic Russian businessman tries to pass a mysterious impostor as the Grand Duchess Anastasia. But she is so convincing in her performance that even the biggest skeptics believe her.
 The Rose Tattoo	1955	8	7.2	117	Comedy	Drama			An Italian-American neighborhood in Louisiana is disturbed when truck driver Rosario Delle Rose is killed by police while smuggling. His buxom widow Serafina miscarries then over a period ...                See full summary »
 The Country Girl	1954	7	7.3	104	Drama	Music	May		A director hires an alcoholic has-been and strikes up a stormy relationship with the actors wife who he believes is the cause of all the mans problems.
 Roman Holiday	1953	10	8.1	118	Comedy	Romance	September	76	A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
 Come Back Little Sheba	1952	3	7.8	99	Drama	Romance	December		An emotionally remote recovering alcoholic and his dowdy unambitious wife face a personal crisis when they take in an attractive lodger.
 A Streetcar Named Desire	1951	12	8.1	122	Drama		December		Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
 Born Yesterday	1950	5	7.6	103	Comedy	Drama	May		A million dollar Tycoon hires a tutor to teach his lover proper etiquette.
 The Heiress	1949	8	8.3	115	Drama	Romance	February		A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.
 Johnny Belinda	1948	12	7.8	102	Drama		September		In post-war Cape Breton a doctors efforts to tutor a deaf/mute woman are undermined when she is raped and the resulting pregnancy causes scandal to swirl.
 The Farmer's Daughter	1947	2	7.4	97	Drama	Romance	March		Katie Holstrom leaves the farm to become a nurse but is sidetracked into domestic service romance and politics.
 To Each His Own	1946	2	7.8	122	Drama	Romance	March		An unwed mother forced to give up her child to avoid scandal follows her sons life from afar even as she prospers in business.
 Mildred Pierce	1945	6	8	111	Crime	Drama			A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
 Gaslight	1944	7	7.9	114	Crime	Drama	May		Years after her aunt was murdered in her home a young woman moves back into the house with her new husband. However he has a secret that he will do anything to protect even if it means driving his wife insane.
 The Song of Bernadette	1943	12	7.7	156	Biography	Drama	April		In 1858 France Bernadette an adolescent peasant girl has a vision of "a beautiful lady" in the city dump. She never claims it to be anything other than this but the townspeople all ...                See full summary »
 Mrs. Miniver	1942	12	7.6	134	Drama	Romance	December		A British family struggles to survive the first months of World War II.
 Suspicion	1941	3	7.5	99	Mystery	Thriller	November		A shy young heiress marries a charming gentleman and soon begins to suspect he is planning to murder her.
 Kitty Foyle: The Natural History of a Woman	1940	5	7.1	108	Drama	Romance	December		Kitty Foyle a hard-working white-collar girl from a Philadelphia Pennsylvania low middle-class family meets and falls in love with young socialite Wyn Strafford but his family is against her.
 Gone With the Wind	1939	13	8.2	238	Drama	Romance	January		A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.
 Jezebel	1938	5	7.6	104	Drama	Romance	March		A haughty headstrong Southern Belle in Antebellum Louisiana loses her fiance due to her stubborn vanity and pride and vows to get him back.
 The Good Earth	1937	5	7.8	138	Drama	Romance	August		The story of a farmer in China: a story of humility and bravery. His father gives Wang Lung a freed slave as wife. By diligence and frugality the two manage to enlarge their property. But ...                See full summary »
 The Great Ziegfeld	1936	7	6.8	176	Biography	Drama	April		This biography follows the ups and downs of Florenz Ziegfeld famed producer of extravagant stage revues.
 Dangerous	1935	 	7.2	79	Drama		December		An alcoholic actress who is considered a dangerous jinx is rehabilitated but she then shows that shes as dangerous as ever.
 It Happened One Night	1934	5	8.2	105	Comedy	Romance	February		A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
 Morning Glory	1933	 	6.6	74	Drama	Romance	August		When a naively innocent aspiring actress arrives on the Broadway scene she is taken under the wing of several theater veterans who mentor her to ultimate success.
 The Sin of Madelon Claudet	1931	 	6.8	75	Drama		October		Out of jail for a crime she did not commit Madelon turns to prostitution and thievery to send her illegitimate son to medical school.
 Min and Bill	1930	 	7.4	69	Comedy	Drama	November		Min the owner of a dockside hotel is forced to make difficult decisions about the future of Nancy the young woman she took in as an infant.
 The Divorcee	1929	4	6.9	84	Romance	Drama	April		When a woman discovers that her husband has been unfaithful to her she decides to respond to his infidelities in kind.
 Coquette	1928	 	7.3	76	Drama	Romance	April		A flirtatious southern belle is compromised with one of her beaus.
 Seventh Heaven (7th Heaven)	1927	5	7.8	110	Drama	Romance			A street cleaner saves a young womans life and the pair slowly fall in love until war intervenes.
Birdman,2014,9,7.8,119,Comedy,Drama,November,88,Illustrated upon the progress of his latest Broadway play a former popular actors struggle to cope with his current life as a wasted actor is shown.
 Gravity,2013,10,7.9,91,Sci-Fi,Thriller,October,96,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.
 Life of Pi,2012,11,8,127,Adventure,Drama,November,79,A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away he forms an unexpected connection with another survivor: a fearsome Bengal tiger.
 The Artist,2011,10,8,100,Comedy,Drama,October,89,A silent movie star meets a young dancer but the arrival of talking pictures sends their careers in opposite directions.
 The Kings Speech,2010,12,8,118,Biography,Drama,December,88,The story of King George VI of the United Kingdom of Great Britain and Northern Ireland his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.
 The Hurt Locker,2009,9,7.6,131,Drama,History,July,94,During the Iraq War a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.
 Slumdog Millionaire,2008,10,8,120,Drama,Romance,January,86,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?"""
 No Country for Old Men,2007,8,8.1,122,Crime,Drama,November,91,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
 The Departed,2006,5,8.5,151,Crime,Drama,October,86,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
 Brokeback Mountain,2005,8,7.7,134,Drama,Romance,January,87,The story of a forbidden and secretive relationship between two cowboys and their lives over the years.
 Million Dollar Baby,2004,7,8.1,132,Drama,Sport,January,86,A determined woman works with a hardened boxing trainer to become a professional.
 The Lord of the Rings: The Return of the King,2003,11,8.9,201,Adventure,Drama,December,94,Gandalf and Aragorn lead the World of Men against Saurons army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
 The Pianist,2002,7,8.5,150,Biography,Drama,January,85,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
 A Beautiful Mind,2001,8,8.2,135,Biography,Drama,January,72,After a brilliant but asocial mathematician John Nash accepts secret work in cryptography his life takes a turn for the nightmarish.
 Traffic,2000,5,7.6,147,Crime,Drama,January,86,A conservative judge is appointed by the President to spearhead Americas escalating war against drugs only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug barons wife attempts to carry on the family business.
 American Beauty,1999,8,8.4,122,Drama,Romance,October,86,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughters best friend.
 Saving Private Ryan,1998,11,8.6,169,Action,Drama,July,90,Following the Normandy Landings a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.
 Titanic,1997,14,7.7,194,Drama,Romance,December,74,A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious ill-fated R.M.S. Titanic.
 The English Patient,1996,12,7.4,162,Drama,Romance,November,87,At the close of WWII a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks revealing an involvement in a fateful love affair.
 Braveheart,1995,10,8.4,178,Biography,Drama,May,68,When his secret bride is executed for assaulting an English soldier who tried to rape her William Wallace begins a revolt against King Edward I of England.
 Forrest Gump,1994,13,8.8,142,Drama,Romance,July,82,Forrest Gump while not intelligent has accidentally been present at many historic moments but his true love Jenny Curran eludes him.
 Schindlers List,1993,12,8.9,195,Biography,Drama,December,93,In Poland during World War II Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.
 Unforgiven,1992,10,8.3,131,Western,,August,82,Retired Old West gunslinger William Munny reluctantly takes on one last job with the help of his old partner and a young man.
 The Silence of the Lambs,1991,7,8.6,118,Crime,Drama,February,84,A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.
 Dances with Wolves,1990,12,8,181,Adventure,Drama,November,72,Lt. John Dunbar exiled to a remote western Civil War outpost befriends wolves and Indians making him an intolerable aberration in the military.
 Born on the Fourth of July,1989,8,7.2,145,Biography,Drama,January,75,The biography of Ron Kovic. Paralyzed in the Vietnam war he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.
 Rain Man,1988,8,8,133,Drama,,December,65,Selfish yuppie Charlie Babbitts father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
 The Last Emperor,1987,9,7.8,163,Biography,Drama,October,76,The story of the final Emperor of China.
 Platoon,1986,8,8.1,120,Drama,War,February,,A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
Out of Africa,1985,11,7.2,161,Biography,Drama,December,,In 20th-century colonial Kenya a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.
 Amadeus,1984,11,8.3,160,Biography,Drama,October,93,The incredible story of Wolfgang Amadeus Mozart told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.
 Terms of Endearment,1983,11,7.4,132,Comedy,Drama,December,79,Follows hard-to-please Aurora looking for love and her daughters family problems.
 Gandhi,1982,11,8.1,191,Biography,Drama,December,,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
 Reds,1981,12,7.5,195,Biography,Drama,December,,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.
 Ordinary People,1980,6,7.8,124,Drama,,February,85,The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good-natured father and the guilt-ridden younger son.
 Kramer vs. Kramer,1979,9,7.8,105,Drama,,December,77,Ted Kramers wife leaves her husband allowing for a lost bond to be rediscovered between Ted and his son Billy. But a heated custody battle ensues over the divorced couples son deepening the wounds left by the separation.
 The Deer Hunter,1978,9,8.2,183,Drama,War,February,73,An in-depth examination of the ways in which the U.S. Vietnam war impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
 Annie Hall,1977,5,8.1,93,Comedy,Romance,April,,Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
 Rocky,1976,10,8.1,120,Drama,Sport,December,,Rocky Balboa a small-time boxer gets a supremely rare chance to fight the heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.
 One Flew Over the Cuckoos Nest,1975,9,8.7,133,Drama,,November,79,A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.
 The Godfather: Part II,1974,11,9,202,Crime,Drama,December,80,The early life and career of Vito Corleone in 1920s New York is portrayed while his son Michael expands and tightens his grip on his crime syndicate stretching from Lake Tahoe Nevada to pre-revolution 1958 Cuba.
 The Sting,1973,10,8.3,129,Comedy,Crime,December,,In Chicago in September 1936 a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.
 Cabaret,1972,10,7.9,124,Drama,Musical,February,80,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
 The French Connection,1971,8,7.8,104,Action,Crime,October,96,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.
 Patton,1970,10,8,172,Biography,Drama,April,91,The World War II phase of the career of the controversial American general George S. Patton.
 Midnight Cowboy,1969,7,7.9,113,Drama,,June,,A naive hustler goes to New York to seek personal fortune but in the process finds himself a new friend.
 Oliver!,1968,11,7.5,153,Drama,Family,September,,Musical adaptation about an orphan who runs away from an orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.
The Graduate,1967,7,8,106,Comedy,Drama,December,77,A disillusioned college graduate finds himself torn between his older lover and her daughter.
 A Man for All Seasons,1966,8,7.9,120,Biography,Drama,May,,The story of Thomas More who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarriage.
 The Sound of Music,1965,10,8,174,Biography,Drama,March,,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.
 My Fair Lady,1964,12,7.9,170,Drama,Family,December,,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
Tom Jones,1963,10,6.8,128,Adventure,Comedy,December,,"In eighteenth century England ""first cousins"" Tom Jones and Master Blifil grew up together in privilege in the western countryside but could not be more different in nature. Tom the ...                See full summary »"
 Lawrence of Arabia,1962,10,8.4,216,Adventure,Biography,January,100,Follows a brilliant flamboyant and controversial British military figure and his conflicted loyalties during wartime service.
West Side Story,1961,11,7.6,152,Crime,Drama,December,,Two youngsters from rival New York City gangs fall in love but tensions between their respective friends build toward tragedy.
 The Apartment,1960,10,8.3,125,Comedy,Drama,September,,A man tries to rise in his company by letting its executives use his apartment for trysts but complications and a romance of his own ensue.
 Ben-Hur,1959,12,8.1,212,Adventure,Drama,December,,When a Jewish prince is betrayed and sent into slavery by a Roman friend he regains his freedom and comes back for revenge.
 Gigi,1958,9,6.9,115,Comedy,Musical,August,,Weary of the conventions of Parisian society a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship but it may not stay platonic for long.
 The Bridge on the River Kwai,1957,8,8.2,161,Adventure,Drama,October,,After settling his differences with a Japanese PoW camp commander a British colonel co-operates to oversee his mens construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.
 Giant,1956,10,7.7,201,Drama,,November,,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
 Marty,1955,8,7.7,90,Drama,Romance,June,,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall in love.
 On the Waterfront,1954,12,8.3,108,Crime,Drama,June,88,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
 From Here to Eternity,1953,13,7.8,118,Drama,Romance,October,,In 1941 Hawaii a private is cruelly punished for not boxing on his units team while his captains wife and second in command are falling in love.
 The Quiet Man,1952,7,7.9,129,Comedy,Drama,September,,A retired American boxer returns to the village of his birth in Ireland where he finds love.
 A Place in the Sun,1951,9,7.8,122,Drama,Film-Noir,October,,A poor boy gets a job working for his rich uncle and ends up falling in love with two women.
 All About Eve,1950,14,8.3,138,Comedy,Drama,January,,An ingenue insinuates herself in to the company of an established but aging stage actress and her circle of theater friends.
 A Letter to Three Wives,1949,3,7.9,103,Drama,Romance,January,,"A letter is addressed to three wives from their ""best friend"" Addie Ross announcing that she is running away with one of their husbands: but she does not say which one."
 The Treasure of the Sierra Madre,1948,4,8.3,126,Action,Adventure,January,,Fred Dobbs and Bob Curtin two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
 Gentlemans Agreement,1947,8,7.4,118,Drama,,February,,A reporter pretends to be Jewish in order to cover a story on anti-Semitism and personally discovers the true depths of bigotry and hatred.
 The Best Years of Our Lives,1946,8,8.2,172,Drama,Romance,June,,Three WWII veterans return home to small-town America to discover that they and their families have been irreparably changed.
 The Lost Weekend,1945,7,8,101,Drama,Film-Noir,November,,The desperate life of a chronic alcoholic is followed through a four day drinking bout.
 Going My Way,1944,10,7.3,126,Comedy,Drama,October,,Youthful Father Chuck OMalley led a colorful life of sports song and romance before joining the Roman Catholic clergy but his level gaze and twinkling eyes make it clear that he knows ...                See full summary »
 Casablanca,1943,8,8.6,102,Drama,Romance,January,,Set in Casablanca Morocco during the early days of World War II: An American expatriate meets a former lover with unforeseen complications.
 Mrs. Miniver,1942,12,7.6,134,Drama,Romance,December,,A British family struggles to survive the first months of World War II.
 How Green Was My Valley,1941,10,7.8,118,Drama,Family,April,,At the turn of the century in a Welsh mining village the Morgans (he stern she gentle) raise coal-mining sons and hope their youngest will find a better life.
 The Grapes of Wrath,1940,7,8.1,129,Drama,,March,,A poor Midwest family is forced off of their land. They travel to California suffering the misfortunes of the homeless in the Great Depression.
 Gone With the Wind,1939,13,8.2,238,Drama,Romance,January,,A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.
 You Cant Take it With You,1938,7,8,126,Comedy,Drama,November,,A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.
 The Awful Truth,1937,6,8,91,Comedy,Romance,October,,Unfounded suspicions lead a married couple to begin divorce proceedings whereupon they start undermining each others attempts to find new romance.
 Mr. Deeds Goes to Town,1936,5,8,115,Comedy,Drama,April,,Longfellow Deeds a simple-hearted Vermont tuba player inherits a fortune and has to contend with opportunist city slickers.
 The Informer,1935,6,7.6,91,Drama,,July,,In 1922 an Irish rebel informs on his friend then feels doom closing in.
 It Happened One Night,1934,5,8.2,105,Comedy,Romance,February,,A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
 Cavalcade,1933,4,6.1,112,Drama,Romance,April,,A cavalcade of English life from New Years Eve 1899 until 1933 seen through the eyes of well-to-do Londoners Jane and Robert Marryot. Amongst events touching their family are the Boer War...                See full summary »
 Bad Girl,1931,3,6.7,90,Drama,,August,,A man and woman skeptical about romance nonetheless fall in love and are wed but their lack of confidence in the opposite sex haunts their marriage.
 Skippy,1930,4,6.3,85,Family,Drama,April,,Skippy the mischievous son of a wealthy doctor meets Sooky in poverty-ridden Shantytown and together they try to save Sookys pet from a cruel dogcatcher.
 All Quiet on the Western Front,1929,4,8.1,136,Drama,War,August,,A young soldier faces profound disillusionment in the soul-destroying horror of World War I.
 The Divine Lady,1928,3,6.3,99,Drama,History,,,The story of the romance between Emma Lady Hamilton and British war hero Admiral Horatio Nelson.
